,online_order,book_table,Ratings,Votes,Rest_Type,dish_liked,Cuisines,Cost_of_2_people,Type,City
38718,1,0,4.0,166,21,3406,1163,1700.0,4,20
38719,1,0,4.1,1214,4,1578,665,2000.0,4,20
38720,1,1,4.3,569,20,2095,572,1200.0,4,20
38721,1,0,4.3,327,20,2613,1382,800.0,4,20
38722,1,1,4.4,232,5,3394,122,2000.0,4,20
38723,0,1,4.3,454,37,1775,560,3000.0,4,20
38724,0,0,4.2,38,4,1488,903,2000.0,4,20
38725,0,0,4.3,539,20,4360,1160,800.0,4,20
38726,0,1,3.9,312,37,4425,1354,2000.0,4,20
38727,0,1,4.3,430,38,1942,522,3500.0,4,20
38728,1,0,4.0,114,20,3693,978,1000.0,4,20
38729,1,1,4.0,190,21,1807,1368,1300.0,4,20
38730,1,0,4.1,481,13,668,346,700.0,4,20
38731,1,0,4.0,362,20,2455,612,1000.0,4,20
38732,1,0,2.8,110,20,4981,620,500.0,4,20
38733,1,0,4.2,175,20,2987,1158,800.0,4,20
38734,0,1,4.1,611,27,1535,626,2800.0,4,20
38735,0,1,4.0,116,46,1443,626,2500.0,4,20
38736,1,0,4.3,1135,13,645,439,800.0,4,20
38737,1,0,3.9,206,20,4201,1242,500.0,4,20
38739,0,0,3.8,621,46,2077,1261,3000.0,4,20
38740,0,1,3.9,300,13,2363,456,750.0,4,20
38741,1,0,3.9,366,20,2223,1270,800.0,4,20
38744,1,0,3.6,96,16,3592,374,650.0,4,20
38745,0,1,4.1,338,21,4580,1056,1800.0,4,20
38746,1,0,3.9,227,20,4320,1349,950.0,4,20
38747,1,0,3.9,86,5,4651,726,1500.0,4,20
38748,0,1,4.2,178,37,4346,626,3000.0,4,20
38749,1,0,4.2,1770,20,3312,627,750.0,4,20
38750,1,0,3.9,388,20,2893,1484,750.0,4,20
38751,0,0,2.0,397,46,1869,883,1500.0,4,20
38752,1,1,4.1,300,20,429,920,1000.0,4,20
38753,0,1,3.9,747,57,181,891,1500.0,4,20
38754,1,0,4.1,54,20,1802,937,550.0,4,20
38755,1,0,4.1,118,14,2364,351,500.0,4,20
38756,1,0,4.0,111,20,2227,1265,700.0,4,20
38757,0,0,4.2,620,13,684,370,500.0,4,20
38758,0,0,3.9,190,4,5221,883,600.0,4,20
38759,0,0,4.0,227,20,2792,1444,700.0,4,20
38760,1,0,3.7,280,20,4603,1279,800.0,4,20
38762,1,0,3.7,110,20,2234,1143,700.0,4,20
38764,1,1,3.8,203,20,4827,1265,1200.0,4,20
38765,0,0,2.7,406,57,4832,1203,1000.0,4,20
38766,0,0,4.2,700,62,2048,1557,300.0,4,20
38767,1,0,4.3,129,20,5001,1664,700.0,4,20
38770,1,0,3.9,158,20,3250,610,1300.0,4,20
38772,0,0,3.9,234,5,1571,1002,1000.0,4,20
38773,1,0,3.6,83,20,3068,1203,500.0,4,20
38774,1,1,3.8,200,20,3074,988,1600.0,4,20
38775,1,0,2.9,75,20,299,1163,500.0,4,20
38777,0,1,3.8,110,20,2443,1580,1600.0,4,20
38778,0,1,4.1,274,37,4363,1000,3000.0,4,20
38779,1,0,3.7,43,20,4923,604,900.0,4,20
38781,0,0,3.6,62,20,3478,1431,450.0,4,20
38782,1,0,4.1,118,20,1758,642,1000.0,4,20
38783,0,0,2.5,433,20,2685,604,650.0,4,20
38784,0,0,4.0,102,20,1924,522,550.0,4,20
38785,1,0,3.8,75,13,4456,344,650.0,4,20
38787,0,0,2.8,254,20,4402,1203,1000.0,4,20
38788,0,0,3.7,297,57,228,1303,1000.0,4,20
38790,0,0,4.0,93,46,1872,883,2000.0,4,20
38794,1,0,2.9,50,62,2794,1599,350.0,4,20
38795,1,0,3.9,185,20,1719,1609,400.0,4,20
38796,1,0,3.8,59,69,1885,858,300.0,4,20
38797,0,1,4.0,195,47,1511,1375,3000.0,4,20
38798,0,1,3.8,73,4,172,726,1200.0,4,20
38799,0,0,4.1,116,37,4563,34,3000.0,4,20
38800,0,0,4.0,165,62,3291,619,400.0,4,20
38802,1,0,3.8,68,10,927,512,500.0,4,20
38803,0,0,2.8,132,20,2821,1449,650.0,4,20
38804,0,0,3.9,135,20,3937,990,800.0,4,20
38805,0,0,4.1,171,37,1764,522,2500.0,4,20
38806,1,0,2.6,310,20,3077,1152,700.0,4,20
38809,0,0,3.9,90,20,4340,1400,1400.0,4,20
38810,1,0,2.8,302,20,3033,236,500.0,4,20
38812,1,0,3.4,122,13,1650,363,600.0,4,20
38813,1,0,3.6,118,20,1186,522,500.0,4,20
38814,0,1,3.9,316,13,2908,405,800.0,4,20
38816,0,0,3.7,53,20,2051,1601,600.0,4,20
38817,1,0,3.8,265,20,2721,606,850.0,4,20
38819,1,1,4.0,1024,20,3337,1402,700.0,4,20
38820,1,0,3.3,262,20,278,1203,500.0,4,20
38821,0,1,4.0,102,20,1808,1163,1900.0,4,20
38822,0,0,3.0,108,20,2272,1311,800.0,4,20
38823,0,0,3.7,145,22,425,573,1000.0,4,20
38826,0,0,3.9,122,20,1202,1022,500.0,4,20
38827,1,1,3.9,96,21,113,1154,1300.0,4,20
38830,0,1,4.2,260,21,1597,1671,1500.0,4,20
38833,1,0,4.0,134,12,126,826,250.0,4,20
38838,1,0,3.7,46,20,64,1557,1000.0,4,20
38839,0,1,3.9,105,20,4397,587,1000.0,4,20
38843,0,0,3.7,57,20,2677,1203,700.0,4,20
38845,0,0,3.8,67,20,819,1557,500.0,4,20
38848,0,1,4.3,165,37,4990,1015,3000.0,4,20
38850,0,0,3.7,125,20,3279,560,600.0,4,20
38855,0,0,4.0,209,20,4722,560,500.0,4,20
38857,0,0,3.8,151,20,234,626,800.0,4,20
38859,0,0,3.5,140,20,2730,1163,600.0,4,20
38863,0,0,3.7,68,20,397,1597,500.0,4,20
38866,0,1,3.6,278,21,3013,56,800.0,4,20
38870,0,0,1.8,225,20,1887,1311,1200.0,4,20
38872,0,0,3.9,42,20,2929,619,500.0,4,20
38873,0,0,2.9,46,20,348,1612,550.0,4,20
38879,1,1,3.8,195,20,2116,275,800.0,4,20
38880,0,0,3.9,119,21,4628,1547,800.0,4,20
38883,0,0,3.8,52,20,3235,1321,1200.0,4,20
38887,0,0,3.7,32,20,265,1342,800.0,4,20
38889,0,0,2.3,48,20,86,1056,600.0,4,20
38897,0,0,3.4,10,62,2213,1216,350.0,4,20
38913,1,0,3.9,212,20,3925,1491,800.0,4,20
38914,1,0,3.8,261,13,1727,333,700.0,4,20
38915,1,0,3.6,53,20,3569,1241,600.0,4,20
38918,0,0,3.7,82,37,3677,971,2500.0,4,20
38919,0,0,3.6,104,13,700,405,800.0,4,20
38923,0,0,4.1,121,20,767,1203,600.0,4,20
38924,1,1,2.2,409,20,3160,1115,1000.0,4,20
38926,1,0,4.0,1084,66,539,787,550.0,4,20
38927,0,0,4.4,178,62,4197,1415,250.0,4,20
38928,1,0,4.4,227,62,694,320,700.0,4,20
38929,0,0,4.1,362,62,157,1188,400.0,4,20
38930,0,0,3.4,225,62,2282,1650,300.0,4,20
38931,0,0,3.9,84,62,2947,522,500.0,4,20
38932,0,0,4.0,1223,62,3098,1557,200.0,4,20
38933,1,0,4.1,45,30,3304,794,300.0,4,20
38934,0,0,4.1,274,62,2785,1557,150.0,4,20
38935,0,0,4.0,1460,33,823,793,450.0,4,20
38937,1,1,4.1,106,62,265,1163,300.0,4,20
38938,1,0,4.3,288,62,584,323,500.0,4,20
38939,0,0,4.0,106,62,1081,78,300.0,4,20
38940,1,0,4.1,161,62,3536,1461,300.0,4,20
38941,1,0,4.0,101,62,4500,1029,150.0,4,20
38942,0,0,4.0,90,62,6,1578,300.0,4,20
38945,1,0,3.8,199,62,595,323,450.0,4,20
38947,0,0,2.7,77,62,483,1242,500.0,4,20
38948,0,0,3.9,77,62,2026,1557,150.0,4,20
38949,0,0,3.6,53,3,3976,188,300.0,4,20
38951,1,0,3.9,653,62,521,324,600.0,4,20
38952,1,0,4.0,789,62,4288,90,400.0,4,20
38953,1,0,3.9,113,62,4205,866,250.0,4,20
38955,1,0,4.1,79,64,4533,869,350.0,4,20
38956,1,0,3.8,122,62,3859,1484,400.0,4,20
38957,1,0,3.8,106,62,5035,1571,200.0,4,20
38961,1,1,3.2,60,62,265,861,400.0,4,20
38962,1,0,3.9,65,63,701,824,250.0,4,20
38963,0,0,3.0,33,62,3745,1573,400.0,4,20
38964,0,0,2.8,93,62,673,831,500.0,4,20
38965,0,0,4.1,341,62,4983,1679,300.0,4,20
38966,1,0,3.9,56,62,1283,257,400.0,4,20
38967,1,0,3.6,79,62,1901,1562,500.0,4,20
38970,0,0,3.7,95,62,4672,822,500.0,4,20
38971,1,0,3.6,124,43,528,1680,400.0,4,20
38972,0,0,3.9,76,62,2778,1557,200.0,4,20
38985,1,0,3.4,63,62,1895,267,400.0,4,20
38989,1,0,3.0,165,62,4226,830,350.0,4,20
38990,1,0,3.8,169,62,1691,1424,250.0,4,20
38992,1,0,3.9,456,62,2315,271,400.0,4,20
38996,1,0,3.9,252,62,4301,1197,500.0,4,20
38997,0,0,3.4,60,62,2770,1607,250.0,4,20
39003,1,0,4.2,94,62,2028,1571,300.0,4,20
39005,0,0,3.7,163,62,1288,236,300.0,4,20
39037,0,0,4.1,399,62,2265,1185,300.0,4,20
39070,0,0,3.4,8,62,4806,1163,450.0,4,20
39083,0,0,3.8,38,62,3728,532,300.0,4,20
39088,0,0,3.8,41,62,4448,211,100.0,4,20
39111,1,0,3.8,113,30,1337,683,500.0,4,20
39118,1,1,4.7,4811,59,4561,1468,1300.0,4,20
39119,0,1,4.3,165,37,3585,18,2800.0,4,20
39120,0,1,4.4,751,38,338,1163,3000.0,4,20
39121,0,1,4.2,144,37,4132,994,2500.0,4,20
39122,0,1,4.4,1081,20,3116,1332,1600.0,4,20
39123,0,1,4.4,2275,20,4734,21,1100.0,4,20
39124,1,1,4.1,629,20,3587,47,1100.0,4,20
39125,0,1,4.1,309,37,3715,1324,4100.0,4,20
39126,1,1,4.5,1636,20,3660,1014,1300.0,4,20
39127,0,1,4.4,374,47,1480,883,3000.0,4,20
39128,1,0,3.9,119,20,1762,514,600.0,4,20
39129,0,0,3.9,628,27,1476,883,2000.0,4,20
39130,0,1,4.2,344,38,4405,524,2000.0,4,20
39131,1,1,4.2,984,21,4642,919,1000.0,4,20
39132,1,0,4.0,1103,20,69,1056,1300.0,4,20
39133,0,0,4.0,31,17,3792,430,1100.0,4,20
39134,1,0,4.3,657,17,835,428,750.0,4,20
39135,0,1,4.3,429,38,4612,1353,3400.0,4,20
39136,0,0,4.3,164,13,1623,500,750.0,4,20
39137,1,0,4.2,860,20,4999,1665,1800.0,4,20
39138,0,1,4.1,81,37,3271,1021,3000.0,4,20
39139,0,1,4.1,327,46,2294,1404,1300.0,4,20
39140,1,1,4.2,176,20,4956,1293,700.0,4,20
39141,1,0,4.2,136,20,3142,162,1500.0,4,20
39142,1,1,4.2,476,20,2556,1279,1700.0,4,20
39143,1,0,4.1,159,13,674,456,300.0,4,20
39145,1,0,4.1,398,20,805,545,600.0,4,20
39146,1,1,4.1,770,21,4732,29,1200.0,4,20
39147,0,1,4.2,171,37,4773,1019,2300.0,4,20
39148,1,1,4.3,864,22,4881,661,1000.0,4,20
39149,1,0,4.2,744,13,4511,407,750.0,4,20
39150,0,1,3.7,54,37,265,1163,3000.0,4,20
39151,1,0,4.3,909,20,4761,1019,2000.0,4,20
39152,1,1,4.0,457,20,1761,606,1000.0,4,20
39153,0,0,4.2,302,20,4591,1547,500.0,4,20
39154,0,1,4.2,233,37,4997,971,3000.0,4,20
39155,0,0,4.1,493,57,1258,910,1300.0,4,20
39156,1,0,4.0,177,20,1044,237,750.0,4,20
39157,1,1,4.0,379,20,3339,1250,850.0,4,20
39158,0,0,4.2,212,62,1025,43,450.0,4,20
39159,1,0,3.7,160,20,3277,606,700.0,4,20
39160,0,0,4.2,116,22,1702,1080,1000.0,4,20
39161,1,0,3.3,204,20,3241,525,600.0,4,20
39162,1,0,4.1,403,20,2553,1385,750.0,4,20
39163,1,1,3.8,91,20,4361,1437,1800.0,4,20
39165,1,0,3.8,208,20,4934,1607,400.0,4,20
39166,0,0,3.8,136,20,994,1203,650.0,4,20
39168,1,0,4.1,257,13,3774,403,500.0,4,20
39169,1,0,3.7,50,20,365,1564,750.0,4,20
39173,0,0,3.8,68,62,1176,1188,400.0,4,20
39174,0,0,3.8,254,20,3749,1597,500.0,4,20
39175,0,0,4.0,108,62,284,1086,400.0,4,20
39176,0,0,3.9,82,20,1033,604,450.0,4,20
39179,0,0,4.3,206,62,3980,1557,150.0,4,20
39180,0,0,4.1,60,62,2430,1557,200.0,4,20
39182,0,1,3.7,64,4,4306,883,2200.0,4,20
39184,0,0,4.5,206,62,2789,1557,200.0,4,20
39186,0,0,4.1,91,62,4065,1557,150.0,4,20
39188,1,0,3.9,134,20,4900,1098,700.0,4,20
39190,0,1,4.1,99,46,1423,892,2400.0,4,20
39198,0,0,3.6,79,36,3139,1163,350.0,4,20
39202,0,0,3.3,42,62,5017,1627,400.0,4,20
39204,0,0,4.0,54,62,3147,1118,400.0,4,20
39209,0,0,4.0,44,13,5139,488,1100.0,4,20
39211,0,0,3.8,99,13,135,421,600.0,4,20
39212,1,0,4.0,122,62,3441,1128,200.0,4,20
39214,0,0,3.8,56,13,1682,333,2000.0,4,20
39217,0,1,3.9,158,20,2106,1455,1100.0,4,20
39219,1,0,3.5,47,20,984,1557,450.0,4,20
39233,0,0,3.9,56,20,4599,1094,600.0,4,20
39237,1,0,3.4,48,62,1835,1163,300.0,4,20
39262,0,0,3.7,50,62,4004,1557,150.0,4,20
39312,0,0,3.8,88,20,265,1451,750.0,4,20
39313,1,0,3.9,146,62,3158,1486,600.0,4,20
39317,0,0,3.8,54,62,3729,1439,350.0,4,20
39320,0,1,4.4,211,5,1587,125,1200.0,5,20
39321,0,1,4.3,2701,5,154,721,1300.0,5,20
39322,0,0,3.5,56,21,1565,154,1800.0,5,20
39323,0,1,4.4,2052,21,2262,933,1200.0,5,20
39324,0,1,4.1,1339,21,3756,815,2100.0,5,20
39325,1,1,4.3,3492,61,5205,648,1700.0,5,20
39326,0,1,4.4,130,21,1554,1232,1000.0,5,20
39327,0,1,4.2,337,21,461,1382,1000.0,5,20
39328,1,1,4.3,508,21,4153,560,1300.0,5,20
39329,0,0,4.1,1545,57,188,765,1200.0,5,20
39330,0,1,4.4,184,21,4731,1019,1800.0,5,20
39332,0,0,3.1,122,21,427,1311,1200.0,5,20
39334,0,1,4.5,8405,61,2491,11,2000.0,5,20
39335,0,0,4.5,1598,21,1473,1557,1500.0,5,20
39336,0,1,4.5,5282,21,534,5,2500.0,5,20
39337,1,1,4.5,1239,21,4758,146,1700.0,5,20
39338,1,1,4.4,1126,21,2093,209,1200.0,5,20
39339,0,0,4.2,637,60,4562,673,1300.0,5,20
39340,0,1,4.2,1453,60,4341,669,1500.0,5,20
39341,0,1,4.3,605,21,1590,149,2500.0,5,20
39342,1,1,4.4,494,5,4314,1131,1900.0,5,20
39343,1,1,4.5,1418,21,2373,522,1700.0,5,20
39344,0,1,4.2,220,60,3854,692,1000.0,5,20
39345,0,1,4.2,254,57,187,31,1500.0,5,20
39346,0,0,4.3,2265,5,3767,890,1100.0,5,20
39347,0,1,4.3,298,5,1559,1110,1200.0,5,20
39348,1,1,4.2,2286,21,1523,820,1400.0,5,20
39349,0,0,4.2,1337,57,1455,699,1100.0,5,20
39350,1,1,4.0,940,21,615,22,1000.0,5,20
39351,0,1,4.1,101,57,1574,666,1000.0,5,20
39352,1,1,4.2,404,5,3345,898,1600.0,5,20
39353,0,0,4.2,2029,26,479,26,1200.0,5,20
39354,0,1,3.9,684,21,229,1569,1200.0,5,20
39355,0,1,4.2,546,26,3891,1412,1500.0,5,20
39356,0,1,4.1,275,38,4796,1163,4000.0,5,20
39357,0,1,4.1,557,60,3005,883,1100.0,5,20
39359,0,0,3.9,951,57,209,1203,1100.0,5,20
39360,0,0,4.0,449,4,2827,1242,1000.0,5,20
39361,1,0,4.0,167,21,3406,1163,1700.0,5,20
39362,1,0,4.1,1214,4,1578,665,2000.0,5,20
39363,1,1,4.4,232,5,3394,122,2000.0,5,20
39364,0,0,4.2,38,4,1488,903,2000.0,5,20
39365,0,1,4.3,430,38,1942,522,3500.0,5,20
39366,1,1,4.0,190,21,1807,1368,1300.0,5,20
39367,0,1,4.1,338,21,4580,1056,1800.0,5,20
39368,1,0,3.9,86,5,4651,726,1500.0,5,20
39369,0,1,3.9,747,57,181,891,1500.0,5,20
39370,0,0,3.9,190,4,5221,883,600.0,5,20
39371,0,0,2.7,406,57,4832,1203,1000.0,5,20
39372,0,0,3.9,234,5,1571,1002,1000.0,5,20
39373,0,0,3.7,297,57,228,1303,1000.0,5,20
39374,0,1,4.0,195,47,1511,1375,3000.0,5,20
39375,0,1,3.8,73,4,172,726,1200.0,5,20
39376,1,1,3.9,96,21,113,1154,1300.0,5,20
39378,0,1,4.2,260,21,1597,1671,1500.0,5,20
39386,0,1,3.6,278,21,3013,56,800.0,5,20
39391,1,1,4.7,4819,59,4561,1468,1300.0,5,20
39392,0,1,4.4,751,38,338,1163,3000.0,5,20
39393,0,1,4.4,375,47,1480,883,3000.0,5,20
39394,0,1,4.1,345,38,4405,524,2000.0,5,20
39395,1,1,4.2,984,21,4642,919,1000.0,5,20
39396,0,1,4.3,429,38,4612,1353,3400.0,5,20
39397,1,1,4.1,770,21,4732,29,1200.0,5,20
39398,0,0,4.1,495,57,1258,910,1300.0,5,20
39400,0,1,3.7,64,4,4306,883,2200.0,5,20
39406,0,1,4.3,1143,20,2678,1424,1100.0,0,22
39407,0,1,4.3,592,20,5112,1163,1200.0,0,22
39408,0,1,4.3,950,37,4747,1303,2000.0,0,22
39409,1,1,4.5,1150,20,2532,522,1700.0,0,22
39410,1,1,4.3,1099,20,3938,1017,1500.0,0,22
39411,0,1,4.0,1070,20,2450,1203,950.0,0,22
39412,0,1,4.0,568,20,816,1424,1000.0,0,22
39413,0,0,4.4,2127,20,2175,1424,1200.0,0,22
39414,0,1,4.2,371,37,3835,1304,2400.0,0,22
39415,1,0,3.8,571,20,4415,567,800.0,0,22
39416,0,1,4.1,309,37,3715,1324,4100.0,0,22
39417,0,1,4.2,358,20,895,1229,1500.0,0,22
39418,0,1,4.3,354,20,3883,1012,1400.0,0,22
39419,0,1,4.0,344,37,4362,743,3000.0,0,22
39422,0,1,4.5,409,20,1265,1303,1200.0,0,22
39423,1,1,4.3,355,22,3386,1478,600.0,0,22
39424,0,1,4.3,854,20,10,1476,800.0,0,22
39425,0,0,3.7,81,20,1860,1431,600.0,0,22
39426,1,1,3.7,56,20,4571,1549,900.0,0,22
39428,1,0,4.0,69,13,3605,333,500.0,1,22
39429,1,0,4.1,272,13,2142,405,600.0,1,22
39431,1,0,4.2,504,13,3750,495,500.0,1,22
39432,0,0,4.0,399,13,1640,428,700.0,1,22
39433,1,0,4.2,287,17,1349,788,700.0,1,22
39437,1,0,3.9,250,13,1725,456,400.0,1,22
39438,0,0,3.7,117,13,2025,333,350.0,1,22
39440,1,0,3.9,72,13,940,426,500.0,1,22
39445,1,0,4.3,722,14,1796,351,400.0,1,22
39446,0,0,4.3,90,13,1658,400,800.0,1,22
39447,0,1,4.3,476,13,4353,365,1000.0,1,22
39449,1,0,3.9,111,30,2356,784,400.0,1,22
39453,0,0,4.1,184,20,3537,663,800.0,1,22
39454,1,1,4.3,355,22,3386,1478,600.0,1,22
39455,1,0,4.2,1440,13,492,460,650.0,1,22
39457,1,0,4.5,230,29,4345,935,500.0,2,22
39458,1,0,4.0,334,62,670,853,500.0,2,22
39459,1,0,4.2,1440,13,492,460,650.0,2,22
39460,1,0,3.9,112,62,1812,1646,200.0,2,22
39461,1,0,4.4,104,62,255,1557,120.0,2,22
39462,1,0,4.0,409,62,2379,948,350.0,2,22
39463,1,0,3.9,285,41,1207,1680,400.0,2,22
39464,1,0,3.3,535,29,4468,929,450.0,2,22
39465,1,0,4.1,253,68,97,1297,400.0,2,22
39466,1,0,4.0,555,62,526,324,600.0,2,22
39468,1,0,4.4,403,30,2334,962,400.0,2,22
39469,1,0,4.0,601,20,411,1409,750.0,2,22
39470,1,0,3.5,224,62,2500,1039,300.0,2,22
39472,1,0,4.1,673,62,894,1654,250.0,2,22
39473,1,0,3.8,30,72,3310,1001,500.0,2,22
39474,1,0,3.9,115,30,1305,797,400.0,2,22
39475,1,0,4.2,577,20,2517,128,600.0,2,22
39477,1,0,4.0,154,30,1302,955,500.0,2,22
39478,1,0,3.7,418,62,3748,1646,400.0,2,22
39479,1,1,4.4,4869,22,3320,1478,600.0,2,22
39480,1,0,3.9,129,11,4970,783,400.0,2,22
39481,1,0,3.7,594,62,888,880,250.0,2,22
39482,1,0,4.1,142,30,1320,962,400.0,2,22
39483,1,0,3.8,209,62,2959,554,450.0,2,22
39486,1,0,4.1,133,62,265,1587,250.0,2,22
39487,1,0,3.8,179,62,5217,84,300.0,2,22
39489,1,0,3.5,250,62,3479,1242,300.0,2,22
39490,1,0,4.0,89,62,114,1066,300.0,2,22
39491,1,0,3.4,89,62,376,1203,300.0,2,22
39492,1,0,4.1,935,20,385,1143,700.0,2,22
39493,1,0,2.8,340,20,3720,1484,750.0,2,22
39495,1,0,3.6,99,13,680,468,500.0,2,22
39496,1,0,3.3,239,62,2698,1216,400.0,2,22
39497,1,0,3.9,250,29,4292,1197,500.0,2,22
39499,1,0,3.6,209,62,547,323,400.0,2,22
39500,1,0,4.0,71,62,2752,1597,300.0,2,22
39501,1,0,3.4,84,72,5091,1163,200.0,2,22
39504,1,0,3.8,251,62,4295,830,350.0,2,22
39506,1,0,3.8,462,20,75,1043,600.0,2,22
39507,1,0,3.9,343,20,1125,1203,500.0,2,22
39509,1,0,4.0,284,62,5054,1557,150.0,2,22
39511,1,0,4.0,1192,62,5,1599,250.0,2,22
39512,1,0,3.9,182,72,3380,1475,800.0,2,22
39513,1,0,4.0,163,62,5032,1557,400.0,2,22
39514,1,0,4.1,559,72,1851,1399,500.0,2,22
39516,1,0,4.1,1107,20,3918,1008,700.0,2,22
39517,1,0,4.0,340,62,11,595,350.0,2,22
39518,1,0,4.7,4408,62,256,1557,150.0,2,22
39522,1,0,4.0,629,35,4852,782,450.0,2,22
39523,1,0,4.1,637,13,518,334,700.0,2,22
39524,1,0,4.0,380,20,2325,627,750.0,2,22
39525,0,0,3.9,133,2,5151,181,500.0,2,22
39527,1,0,4.0,152,20,2857,1163,600.0,2,22
39528,1,0,3.8,99,62,688,822,300.0,2,22
39529,1,0,4.1,249,30,1367,795,500.0,2,22
39531,1,0,4.0,108,12,4858,826,250.0,2,22
39532,1,0,4.1,181,62,5038,1557,100.0,2,22
39533,1,0,3.9,171,20,2136,1067,450.0,2,22
39534,1,1,4.4,1016,20,4609,1382,800.0,2,22
39537,1,0,4.1,52,29,2559,1119,600.0,2,22
39538,1,0,4.0,221,29,2298,236,650.0,2,22
39540,1,0,4.0,124,62,2859,203,300.0,2,22
39543,1,0,3.7,62,20,1146,1289,550.0,2,22
39545,1,0,3.8,328,20,403,1610,450.0,2,22
39546,1,1,4.8,6433,21,5074,41,1400.0,2,22
39548,1,0,4.1,196,30,1906,778,300.0,2,22
39550,1,0,3.9,244,62,1886,1163,250.0,2,22
39552,1,0,4.1,243,20,280,297,600.0,2,22
39553,1,0,2.7,61,20,265,1285,800.0,2,22
39554,1,0,4.0,233,62,1959,847,500.0,2,22
39556,1,0,4.1,308,20,672,1499,1200.0,2,22
39559,1,1,4.9,1940,20,1195,1382,2000.0,2,22
39561,1,1,4.6,2315,21,5128,726,1100.0,2,22
39565,1,1,4.4,2881,59,2881,1309,1200.0,2,22
39566,1,0,4.0,106,62,5019,822,150.0,2,22
39568,1,0,3.2,58,13,451,437,900.0,2,22
39569,1,0,4.2,418,20,2945,524,700.0,2,22
39575,1,0,3.4,62,41,1900,1557,500.0,2,22
39576,1,0,4.2,84,62,5020,1638,150.0,2,22
39580,1,0,4.1,184,12,4488,218,500.0,2,22
39582,1,0,3.9,461,62,3638,554,200.0,2,22
39584,1,0,3.5,140,62,948,1163,300.0,2,22
39586,1,0,3.8,284,20,3217,584,800.0,2,22
39587,1,0,4.0,73,69,2484,1128,250.0,2,22
39591,1,0,3.6,159,62,790,1203,350.0,2,22
39596,1,0,3.7,69,20,327,1334,650.0,2,22
39597,1,0,4.5,785,20,4768,1690,1000.0,2,22
39600,1,1,4.5,1636,20,3660,1014,1300.0,2,22
39601,1,0,3.8,67,30,243,962,450.0,2,22
39603,1,1,4.0,605,13,519,487,800.0,2,22
39604,1,0,3.7,43,20,4923,604,900.0,2,22
39608,1,0,4.0,266,62,2057,1557,200.0,2,22
39612,1,0,4.0,172,62,3174,1621,300.0,2,22
39614,1,0,4.0,702,20,2975,972,700.0,2,22
39615,1,0,4.0,96,62,625,530,150.0,2,22
39617,1,0,4.1,135,9,4049,211,150.0,2,22
39619,1,0,2.7,93,62,878,1654,300.0,2,22
39621,1,0,2.4,71,67,4355,940,500.0,2,22
39626,1,1,4.2,674,20,4738,696,800.0,2,22
39627,1,0,3.9,359,41,445,772,300.0,2,22
39628,1,0,4.8,391,30,1361,772,400.0,2,22
39629,1,0,4.1,219,62,2030,1557,100.0,2,22
39630,1,0,3.8,120,63,3563,824,300.0,2,22
39635,1,0,3.3,210,62,158,1040,450.0,2,22
39636,1,0,4.0,255,30,3150,794,500.0,2,22
39639,1,0,3.7,119,20,880,1284,400.0,2,22
39640,1,0,3.8,162,62,4230,1510,300.0,2,22
39641,1,0,3.9,130,41,1914,182,450.0,2,22
39644,1,0,3.9,89,30,2145,959,500.0,2,22
39645,1,0,3.9,111,30,2356,784,400.0,2,22
39646,1,0,4.2,504,13,3750,495,500.0,2,22
39647,1,0,3.9,281,62,544,831,500.0,2,22
39648,1,0,2.8,114,13,3614,333,600.0,2,22
39652,1,1,4.1,662,5,3766,892,1100.0,2,22
39655,1,1,4.0,868,22,3663,680,1000.0,2,22
39656,1,0,4.0,58,41,2154,1466,300.0,2,22
39657,1,0,4.3,722,14,1796,351,400.0,2,22
39658,1,1,4.3,1099,20,3938,1017,1500.0,2,22
39660,1,0,4.1,257,13,3774,403,500.0,2,22
39662,1,0,4.1,272,13,2142,405,600.0,2,22
39663,1,0,4.0,377,62,3864,1484,400.0,2,22
39667,1,0,4.3,657,17,835,428,750.0,2,22
39669,1,0,3.7,118,62,1245,1279,400.0,2,22
39670,1,1,4.1,552,13,3719,384,800.0,2,22
39671,1,0,3.7,114,62,4271,822,400.0,2,22
39673,1,0,3.9,210,62,4200,1406,600.0,2,22
39678,1,0,3.0,75,62,5053,1572,300.0,2,22
39680,1,0,3.9,105,62,2969,827,300.0,2,22
39681,1,0,2.9,67,20,2458,1599,600.0,2,22
39682,1,0,4.1,489,62,2020,1557,300.0,2,22
39683,1,1,4.3,863,22,4881,661,1000.0,2,22
39689,1,0,3.1,94,62,3030,1091,350.0,2,22
39690,1,0,3.9,431,20,3700,702,700.0,2,22
39694,1,0,3.9,291,63,2753,1600,300.0,2,22
39697,1,0,3.8,111,20,4644,1547,750.0,2,22
39698,1,0,3.7,55,13,3632,365,400.0,2,22
39700,1,0,4.1,669,13,4719,464,800.0,2,22
39704,1,0,3.9,40,62,5033,1557,150.0,2,22
39706,1,0,4.2,744,13,4511,407,750.0,2,22
39708,1,0,3.8,87,2,1801,181,400.0,2,22
39714,1,0,3.9,48,13,1872,333,600.0,2,22
39719,1,0,3.5,78,20,105,1609,400.0,2,22
39722,1,0,4.0,69,13,3605,333,500.0,2,22
39724,1,0,3.7,100,62,3576,1203,400.0,2,22
39727,1,0,2.8,55,62,2763,1627,400.0,2,22
39735,1,0,3.9,250,13,1725,456,400.0,2,22
